year,session,subject,language,variant,material_type,filename,source_url,listing_url,local_path,status,size_bytes,sha256,retrieved_date,rights_note
2023,November 2023 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__TZ2_HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__TZ2_HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__TZ2_HL.pdf,downloaded,704869,17c9607b74a46ae76ace1df8f05e3901a44b6b01326682eafc66df48b8fdbbaf,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,markscheme,Mathematics_analysis_and_approaches_paper_2__TZ2_SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__TZ2_SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__TZ2_SL_markscheme.pdf,downloaded,572367,aa510011202f2b4f0dc1764c3c5141593b87fe27bd7b49a96682ccb6776152c2,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__TZ2_SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__TZ2_SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__TZ2_SL.pdf,downloaded,621248,5db117444a3b07eeecf611f153c17c82f9645ff37efbb936ddbb5b30b9bcf3a9,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-analysis-and-approaches,German,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_3__[German]_HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__%5BGerman%5D_HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__[German]_HL.pdf,downloaded,914319,6d5a01e70dce44b78c97670dca6bdb4eaccfcaa047a1ffa475566ce680f1f04d,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,markscheme,Mathematics_analysis_and_approaches_paper_3__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_markscheme.pdf,downloaded,1200991,1f5a19fd858dc95a735894d9221bea9f2072b10837f255c724b130e7c82709de,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-analysis-and-approaches,Spanish,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_3__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_Spanish.pdf,downloaded,903089,91bac3b6b1ae62d0684e06aa8914e948b637f938e8d135dfb9974abcae6a0a28,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_3__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL.pdf,downloaded,899153,f2cf95c065c74c41a21fa946af957859a1543d7c77d0dbece79e14353756f060,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_1__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_markscheme.pdf,downloaded,600062,9b4ebaacc193a0f7906064facfbfa87d5d6bd6cc34c8e23c1fbdb5836420bbfb,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_Spanish.pdf,downloaded,2461799,b9dd448c65d8c966e4bcec608bc3b138a951a35b8708cbf21d945000bb28d4df,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL.pdf,downloaded,2448564,f9e6ee766dbbc7fa9c7fb8fc3812b5f1589f4754db2c78d6d0e765adf0c1dcb3,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_1__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_markscheme_Spanish.pdf,downloaded,609318,24105f4241fc607a7653575be86a07372d60c36ae93c6dc7a973261644981dfd,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__SL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_Spanish.pdf,downloaded,1985459,5e10707c224ffdd549ec036b78af3828183a6c9a9a10caa5f3cd9dfe1cd74ba1,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_1__TZ1_SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ1_SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ1_SL_markscheme.pdf,downloaded,576772,838b767e7b15cc01f5aa298ded2f557a52373d0271dc0fad3daa6bd859a83449,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__TZ1_SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ1_SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ1_SL.pdf,downloaded,2455389,d356019bef59509657dae4dad241ea75ac44f761a2dbbb580448c74deb23e7e8,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_1__TZ2_SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ2_SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ2_SL_markscheme.pdf,downloaded,503341,09a4539d6ca8f302d857b83388ea74161e02e9bb7d4e4d125b5c3b141026d660,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__TZ2_SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ2_SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__TZ2_SL.pdf,downloaded,2365748,87c380f2abd5dcc1c0a82867ed6febb2d35ee8b2021001ed8fab895ab6f4c3bc,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_2__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_markscheme.pdf,downloaded,468259,b7218620192be08fa28adf96dbd2fd818c8681fc85d0c17f3a6805be4ff1eea7,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_Spanish.pdf,downloaded,722786,b56885b19ef643726c04f2a6e253004bf407aea4c6b140e308f398dfe669253f,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL.pdf,downloaded,718743,c98b112bb6f07e76e637418428dc1919ed2a345bd01e513a473c94714bb00793,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_2__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_markscheme_Spanish.pdf,downloaded,745012,9dfcc0640c11581ac9ffa39f00f80261b216f2c05e5ad9359f8eab82e3b16cd4,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__SL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_Spanish.pdf,downloaded,636567,1a087651c70e9a54d1c50fb43a91a151a91d49d6ff39fb34c577a97c60974166,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_2__TZ1_SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ1_SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ1_SL_markscheme.pdf,downloaded,466043,8a64767c7e4980d026325b696203ebcec798228c3d7b04d73eb6e77a36f25fbd,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__TZ1_SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ1_SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ1_SL.pdf,downloaded,691205,a7c69f5d3b55f2dc1d80e2c56b9fd54f626c65ec69d9349c659120488e0327c3,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_2__TZ2_SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ2_SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ2_SL_markscheme.pdf,downloaded,485454,28d2e1ff0a9e6424aa1b150e3270d2949d6c4d3d88bfc0d9ba7065302f9b6d51,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__TZ2_SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ2_SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__TZ2_SL.pdf,downloaded,659628,ec6fa180263b0e733c9aa5fe9e0df5dc82eea58d42fdf3162c640ccb08704732,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_3__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_3__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_3__HL_markscheme.pdf,downloaded,423309,e361530ca0fe4f642099fc948da99eaaf9688562879f40df7e6d7bde606db110,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_3__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_3__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_3__HL_Spanish.pdf,downloaded,575847,bdf8bede2788749b8be16be9391a756a7c74bc3a7fa6ff2849635ab9489a5e7e,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2023,November 2023 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_3__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_3__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2023%20Examination%20Session/November%202023%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2023/November 2023 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_3__HL.pdf,downloaded,600187,c94145162f484df653e0e937eaa50660cf156ce528e44a8f5a2637c39b43b542,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2024,May 2024 Examination Session,mathematics-analysis-and-approaches,German,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_1__[German]_HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__%5BGerman%5D_HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2024/May 2024 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__[German]_HL.pdf,downloaded,1200235,4451987b360e2e05e3d27485d5c759294f1b49079c2cf9cd0ad903124dd775ff,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2024,May 2024 Examination Session,mathematics-analysis-and-approaches,German,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_1__[German]_SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__%5BGerman%5D_SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2024/May 2024 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__[German]_SL.pdf,downloaded,804212,a7207932399ea43223ccbef7be137e1212444864e687981e59f0e6ad6938c26e,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2024,May 2024 Examination Session,mathematics-analysis-and-approaches,French,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_1__HL_French.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__HL_French.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2024/May 2024 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__HL_French.pdf,downloaded,1197018,6c4835eb32ba4170d5c816fe4cc9c5af07809a8fd0970417e2db470ddbc27313,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2024,May 2024 Examination Session,mathematics-analysis-and-approaches,Spanish,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_1__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2024%20Examination%20Session/May%202024%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2024/May 2024 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__HL_Spanish.pdf,downloaded,1195447,50f31955c75ed8b7156b8e14652ab6579b5ce3c1901f9c0c331654e7552be51f,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
