year,session,subject,language,variant,material_type,filename,source_url,listing_url,local_path,status,size_bytes,sha256,retrieved_date,rights_note
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,markscheme,Mathematics_analysis_and_approaches_paper_1__SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__SL_markscheme.pdf,already-present,1025485,c7636e14ee03e58ecfad38afbaa7c95535faadfe79bf4357a39268d8d0941b20,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,Spanish,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_1__SL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__SL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__SL_Spanish.pdf,already-present,571395,e5ef9ee8066f0faf38638eba8288368a24cc78719643fb24da07543284090beb,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_1__SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_1__SL.pdf,already-present,569912,60889f9ede2e83b4f952fb487ddb18de221a60ac089bfec31e5fc0c4873f6696,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,German,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__[German]_HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__%5BGerman%5D_HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__[German]_HL.pdf,already-present,699260,08414517cce5b898ea64d0a809cb64484e0288ad07d7437dd1cc45396be136cb,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,German,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__[German]_SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__%5BGerman%5D_SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__[German]_SL.pdf,already-present,737308,d8e5f5a8092087e05630fa12a8bfcdfd953d0270985814908fa3badd1773cc57,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,French,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__HL_French.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL_French.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL_French.pdf,already-present,688270,e6d57a5930657bdb0b0dbf466b0efcc0a0df82aa8ed22dc7cbde9b8e7579b5b4,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,markscheme,Mathematics_analysis_and_approaches_paper_2__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL_markscheme.pdf,already-present,1239162,929d916d245e5a3a8fcb873b2d9cfa7838d2e6874fac0c5cfc60b830e049dcbb,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,Spanish,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL_Spanish.pdf,already-present,632985,1f054fc30ae4d8b5a2b099d4c6caff2718c6f276cc8656b84b681e824f696966,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__HL.pdf,already-present,629545,3a69c0b27317ba73b7656331517280ef35957355fcd7740eaa2bba7593f215d2,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,French,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__SL_French.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_French.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_French.pdf,already-present,709130,1fa7ff193e97bb05e26702915e981234830889457966fa4885f6e494b477bb41,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,Spanish,unspecified,markscheme,Mathematics_analysis_and_approaches_paper_2__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_markscheme_Spanish.pdf,already-present,1064120,dac39af869384bbb4b296fc3424a8115c9048f745239f17e78e9f0ae1393a9cb,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,markscheme,Mathematics_analysis_and_approaches_paper_2__SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_markscheme.pdf,already-present,989320,8d550d5c6c9156dc9bfbfded26357ced5ee2708d9662baa3919724d8405c356e,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,Spanish,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__SL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL_Spanish.pdf,already-present,676360,dd605eb874c98875ca23dfa05ad9b7b8e299a1e987805986f77bb9888ff172aa,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_2__SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_2__SL.pdf,already-present,673756,616fc17b9a6bf83dd8d8a2c6842cbfdc668689fb54f958b2db3086c377016755,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,German,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_3__[German]_HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__%5BGerman%5D_HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__[German]_HL.pdf,already-present,518695,63a2a626707a6f0a46c3cd80b4bff334b5344d2d4ae78b176bbb1f523137a324,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,French,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_3__HL_French.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_French.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_French.pdf,already-present,507396,9e0350827d4f17d99d37b1f7b44243f8eab90e8bde5913207b042a2d2dceb0d9,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,markscheme,Mathematics_analysis_and_approaches_paper_3__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_markscheme.pdf,already-present,882044,e03ff82ecf290d47d2b075208dd28dfc3dbf8d84342a39b9762a02c45f7a4197,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,Spanish,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_3__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL_Spanish.pdf,already-present,471567,03f4cb31e2afd1d59aa1bd52700e221af2ee45fe8b2be74bebcf48ea81b0a431,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-analysis-and-approaches,English or unspecified,unspecified,question-paper,Mathematics_analysis_and_approaches_paper_3__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_analysis_and_approaches_paper_3__HL.pdf,already-present,466562,e4cd082ba25265c8f8a13d6bfa19f1eed35a824fb037b885375c001232baf524,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_1__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_markscheme.pdf,already-present,670520,b2e217e7eaaee31ca083f662d3f54df4c592bddf0e39521962a42a1857afe28c,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL_Spanish.pdf,already-present,1443724,cd39bf62bd5030778cfc364958bf98edc63a61572cf02102459a7bc31f3077d5,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__HL.pdf,already-present,1423877,f9778a7242a2e73c32f3bb553d5faa079f5f02e8e808dd2a8da51c7b64c32484,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_1__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_markscheme_Spanish.pdf,already-present,499618,a42e4f71a056f10f81a87c06b7455801d198016aa637c54c8b657432555e7fff,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_1__SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_markscheme.pdf,already-present,500892,0a7bbb6aee4f8dda8969386cad1b57a2923fae0c58f962721980ad331c8ed4bb,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__SL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL_Spanish.pdf,already-present,862804,55f2c9bbbf7f33d03b23ca6481f6b55ac60e06549964452ec0a5db7b82f70015,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_1__SL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_1__SL.pdf,already-present,859182,788830583b95a20b1f82eb8fbb06f1ec77f8cb4889f3046fda55635cba7ee12d,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_2__HL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_markscheme.pdf,already-present,494322,94182c8e94a40e73e99ad64e0b306376a5484cda93d59d0d2bcc390c2f7b412d,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__HL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL_Spanish.pdf,already-present,676076,143f8d99a674cbde5c66545e74d6790574886a126504caadc1e6377221d2f11f,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__HL.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__HL.pdf,already-present,670261,f24e0bff9a4a544253c9cf0a9307e3fb71c72578ccdc864623788f9b00c566e4,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_2__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_markscheme_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_markscheme_Spanish.pdf,already-present,541487,60391b6792aed898aded38e92d6d7c985885b76c26f5d1ca7162349614cd04ea,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,English or unspecified,unspecified,markscheme,Mathematics_applications_and_interpretation_paper_2__SL_markscheme.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_markscheme.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_markscheme.pdf,already-present,736202,064b1510b7a4e7176deb7609385e9e23803a07c4384b8b8eacb95004c1eba4f7,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
2022,November 2022 Examination Session,mathematics-applications-and-interpretation,Spanish,unspecified,question-paper,Mathematics_applications_and_interpretation_paper_2__SL_Spanish.pdf,https://dl.ibdocs.re/p/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_Spanish.pdf,https://dl.ibdocs.re/IB%20PAST%20PAPERS%20-%20YEAR/2022%20Examination%20Session/November%202022%20Examination%20Session/Mathematics,resources/private/past-papers/2022-2026/mathematics-sciences/2022/November 2022 Examination Session/Mathematics/Mathematics_applications_and_interpretation_paper_2__SL_Spanish.pdf,already-present,712159,3e9feb6f85221d53ce4a42820d8cde2e5264460d710df767802c566b05d6d351,2026-09-02,Unofficial mirror copy; private school research/reference only; authenticity and redistribution rights not established; do not commit or redistribute.
